iterations;evals;births;elapsed;all_size;firsts_size;lasts_size;geno_uni;sol_uni;fit_uni;best_fitness;seed;problem;solver_sigma;objective;best→fitness;genotype_size
20;315;315;0.0087;15;1;15;1.0;1.0;1.0;1.5353223304645303;1;ea.p.s.sphere-20;differentialEvolution;minimize;1.5353223304645303;20
25;390;390;0.0099;15;1;15;1.0;1.0;1.0;0.9434825875582163;1;ea.p.s.sphere-20;differentialEvolution;minimize;0.9434825875582163;20
30;465;465;0.0111;15;1;15;1.0;1.0;1.0;0.7587439539958442;1;ea.p.s.sphere-20;differentialEvolution;minimize;0.7587439539958442;20
0;15;15;0.002;15;1;15;1.0;1.0;1.0;4.979149010194247;2;ea.p.s.sphere-20;differentialEvolution;minimize;4.979149010194247;20
5;90;90;0.0092;15;1;15;1.0;1.0;1.0;3.972047479628964;2;ea.p.s.sphere-20;differentialEvolution;minimize;3.972047479628964;20
10;165;165;0.0131;15;1;15;1.0;1.0;1.0;2.077999849727955;2;ea.p.s.sphere-20;differentialEvolution;minimize;2.077999849727955;20
15;240;240;0.0157;15;1;15;1.0;1.0;1.0;1.3052734270947792;2;ea.p.s.sphere-20;differentialEvolution;minimize;1.3052734270947792;20
20;315;315;0.0179;15;1;15;1.0;1.0;1.0;0.9070045251116061;2;ea.p.s.sphere-20;differentialEvolution;minimize;0.9070045251116061;20
25;390;390;0.0197;15;1;15;1.0;1.0;1.0;0.7497450926152373;2;ea.p.s.sphere-20;differentialEvolution;minimize;0.7497450926152373;20
30;465;465;0.0211;15;1;15;1.0;1.0;1.0;0.5375589387783984;2;ea.p.s.sphere-20;differentialEvolution;minimize;0.5375589387783984;20
0;100;100;0.0007;100;1;100;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;pso;minimize;2.4187929290386645;20
0;100;100;0.0004;100;1;100;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;pso;minimize;3.5158575996046184;20
0;30;30;0.0002;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.02;minimize;2.4187929290386645;20
5;180;180;0.0008;30;1;30;1.0;1.0;1.0;0.18883852005654272;1;ea.p.s.sphere-20;es-0.02;minimize;0.18883852005654272;20
10;330;330;0.0024;30;1;30;1.0;1.0;1.0;0.11029059204767694;1;ea.p.s.sphere-20;es-0.02;minimize;0.11029059204767694;20
15;480;480;0.0042;30;1;30;1.0;1.0;1.0;0.11029059204767694;1;ea.p.s.sphere-20;es-0.02;minimize;0.11029059204767694;20
0;30;30;0.001;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.02;minimize;3.5158575996046184;20
5;180;180;0.0019;30;1;30;1.0;1.0;1.0;0.2681125676019049;2;ea.p.s.sphere-20;es-0.02;minimize;0.2681125676019049;20
10;330;330;0.0025;30;1;30;1.0;1.0;1.0;0.16421972092037904;2;ea.p.s.sphere-20;es-0.02;minimize;0.16421972092037904;20
15;480;480;0.0031;30;1;30;1.0;1.0;1.0;0.16421972092037904;2;ea.p.s.sphere-20;es-0.02;minimize;0.16421972092037904;20
0;30;30;0.0004;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.25;minimize;2.4187929290386645;20
5;180;180;0.0014;30;1;30;1.0;1.0;1.0;1.3463391202614572;1;ea.p.s.sphere-20;es-0.25;minimize;1.3463391202614572;20
10;330;330;0.0026;30;1;30;1.0;1.0;1.0;1.3463391202614572;1;ea.p.s.sphere-20;es-0.25;minimize;1.3463391202614572;20
15;480;480;0.0042;30;1;30;1.0;1.0;1.0;1.3463391202614572;1;ea.p.s.sphere-20;es-0.25;minimize;1.3463391202614572;20
0;30;30;0.0005;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.25;minimize;3.5158575996046184;20
5;180;180;0.0015;30;1;30;1.0;1.0;1.0;2.1608056210833326;2;ea.p.s.sphere-20;es-0.25;minimize;2.1608056210833326;20
10;330;330;0.0023;30;1;30;1.0;1.0;1.0;2.1600384371794483;2;ea.p.s.sphere-20;es-0.25;minimize;2.1600384371794483;20
15;480;480;0.0028;30;1;30;1.0;1.0;1.0;2.1600384371794483;2;ea.p.s.sphere-20;es-0.25;minimize;2.1600384371794483;20
0;30;30;0.0002;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.5;minimize;2.4187929290386645;20
5;180;180;0.0007;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.5;minimize;2.4187929290386645;20
10;330;330;0.0012;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.5;minimize;2.4187929290386645;20
15;480;480;0.0017;30;1;30;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;es-0.5;minimize;2.4187929290386645;20
0;30;30;0.0002;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.5;minimize;3.5158575996046184;20
5;180;180;0.0007;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.5;minimize;3.5158575996046184;20
10;330;330;0.0011;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.5;minimize;3.5158575996046184;20
15;480;480;0.0016;30;1;30;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;es-0.5;minimize;3.5158575996046184;20
0;100;100;0.0004;100;1;100;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;ga-0.02;minimize;2.4187929290386645;20
0;100;100;0.001;100;1;100;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;ga-0.02;minimize;3.5158575996046184;20
0;100;100;0.0011;100;1;100;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;ga-0.25;minimize;2.4187929290386645;20
0;100;100;0.0024;100;1;100;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;ga-0.25;minimize;3.5158575996046184;20
0;100;100;0.0015;100;1;100;1.0;1.0;1.0;2.4187929290386645;1;ea.p.s.sphere-20;ga-0.5;minimize;2.4187929290386645;20
0;100;100;0.0021;100;1;100;1.0;1.0;1.0;3.5158575996046184;2;ea.p.s.sphere-20;ga-0.5;minimize;3.5158575996046184;20
5;60;60;0.0212;12;1;12;1.0;1.0;1.0;3.458931086776872;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;3.458931086776872;20
10;120;120;0.0338;12;1;12;1.0;1.0;1.0;2.3988917999533745;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;2.3988917999533745;20
15;180;180;0.0428;12;1;12;1.0;1.0;1.0;2.4442416293912155;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;2.4442416293912155;20
20;240;240;0.0524;12;1;12;1.0;1.0;1.0;1.7972228014452984;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.7972228014452984;20
25;300;300;0.063;12;1;12;1.0;1.0;1.0;1.3756788070219048;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.3756788070219048;20
30;360;360;0.0727;12;1;12;1.0;1.0;1.0;1.0600778201697456;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.0600778201697456;20
35;420;420;0.0807;12;1;12;1.0;1.0;1.0;0.806456112198122;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;0.806456112198122;20
40;480;480;0.09;12;1;12;1.0;1.0;1.0;0.6769056534762166;1;ea.p.s.pointAiming-20-1;cmaEs;minimize;0.6769056534762166;20
5;60;60;0.0172;12;1;12;1.0;1.0;1.0;3.5239728672590496;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;3.5239728672590496;20
10;120;120;0.0272;12;1;12;1.0;1.0;1.0;2.5287587765485324;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;2.5287587765485324;20
15;180;180;0.0395;12;1;12;1.0;1.0;1.0;1.7642401583537681;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.7642401583537681;20
20;240;240;0.0515;12;1;12;1.0;1.0;1.0;1.709929130366777;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.709929130366777;20
25;300;300;0.0644;12;1;12;1.0;1.0;1.0;1.5190072976345772;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.5190072976345772;20
30;360;360;0.073;12;1;12;1.0;1.0;1.0;1.013755090242642;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;1.013755090242642;20
35;420;420;0.0839;12;1;12;1.0;1.0;1.0;0.894093558648052;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;0.894093558648052;20
40;480;480;0.0963;12;1;12;1.0;1.0;1.0;0.556322292558053;2;ea.p.s.pointAiming-20-1;cmaEs;minimize;0.556322292558053;20
0;15;15;0.0006;15;1;15;1.0;1.0;1.0;3.848931082110801;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;3.848931082110801;20
5;90;90;0.0069;15;1;15;1.0;1.0;1.0;2.766827280736717;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.766827280736717;20
10;165;165;0.0185;15;1;15;1.0;1.0;1.0;2.519188980939871;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.519188980939871;20
15;240;240;0.0258;15;1;15;1.0;1.0;1.0;2.3898053755985664;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.3898053755985664;20
20;315;315;0.0341;15;1;15;1.0;1.0;1.0;2.0454099627245386;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.0454099627245386;20
25;390;390;0.0421;15;1;15;1.0;1.0;1.0;1.5629832883672148;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;1.5629832883672148;20
30;465;465;0.0488;15;1;15;1.0;1.0;1.0;1.4094790570557283;1;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;1.4094790570557283;20
0;15;15;0.0007;15;1;15;1.0;1.0;1.0;4.4084229979857;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;4.4084229979857;20
5;90;90;0.0088;15;1;15;1.0;1.0;1.0;3.373200269412595;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;3.373200269412595;20
10;165;165;0.0142;15;1;15;1.0;1.0;1.0;2.966778879874768;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.966778879874768;20
15;240;240;0.019;15;1;15;1.0;1.0;1.0;2.56214657402279;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.56214657402279;20
20;315;315;0.0241;15;1;15;1.0;1.0;1.0;2.2813747863902436;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.2813747863902436;20
25;390;390;0.0328;15;1;15;1.0;1.0;1.0;2.070666426289363;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;2.070666426289363;20
30;465;465;0.0419;15;1;15;1.0;1.0;1.0;1.6361597161836636;2;ea.p.s.pointAiming-20-1;differentialEvolution;minimize;1.6361597161836636;20
0;100;100;0.0023;100;1;100;1.0;1.0;1.0;3.8070001585176847;1;ea.p.s.pointAiming-20-1;pso;minimize;3.8070001585176847;20
0;100;100;0.0013;100;1;100;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;pso;minimize;4.035856652709588;20
0;30;30;0.0007;30;1;30;1.0;1.0;1.0;3.848931082110801;1;ea.p.s.pointAiming-20-1;es-0.02;minimize;3.848931082110801;20
5;180;180;0.0029;30;1;30;1.0;1.0;1.0;3.0660269741547723;1;ea.p.s.pointAiming-20-1;es-0.02;minimize;3.0660269741547723;20
10;330;330;0.0046;30;1;30;1.0;1.0;1.0;2.192211281203903;1;ea.p.s.pointAiming-20-1;es-0.02;minimize;2.192211281203903;20
15;480;480;0.0097;30;1;30;1.0;1.0;1.0;1.370754379671906;1;ea.p.s.pointAiming-20-1;es-0.02;minimize;1.370754379671906;20
0;30;30;0.0012;30;1;30;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;es-0.02;minimize;4.035856652709588;20
5;180;180;0.0034;30;1;30;1.0;1.0;1.0;2.9018992489764854;2;ea.p.s.pointAiming-20-1;es-0.02;minimize;2.9018992489764854;20
10;330;330;0.0051;30;1;30;1.0;1.0;1.0;2.2948584304006276;2;ea.p.s.pointAiming-20-1;es-0.02;minimize;2.2948584304006276;20
15;480;480;0.0082;30;1;30;1.0;1.0;1.0;1.5499004043485307;2;ea.p.s.pointAiming-20-1;es-0.02;minimize;1.5499004043485307;20
0;30;30;0.0009;30;1;30;1.0;1.0;1.0;3.848931082110801;1;ea.p.s.pointAiming-20-1;es-0.25;minimize;3.848931082110801;20
5;180;180;0.0027;30;1;30;1.0;1.0;1.0;2.6135849229091774;1;ea.p.s.pointAiming-20-1;es-0.25;minimize;2.6135849229091774;20
10;330;330;0.0043;30;1;30;1.0;1.0;1.0;1.6657778550402083;1;ea.p.s.pointAiming-20-1;es-0.25;minimize;1.6657778550402083;20
15;480;480;0.0057;30;1;30;1.0;1.0;1.0;1.6167271902125726;1;ea.p.s.pointAiming-20-1;es-0.25;minimize;1.6167271902125726;20
0;30;30;0.0008;30;1;30;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;es-0.25;minimize;4.035856652709588;20
5;180;180;0.0028;30;1;30;1.0;1.0;1.0;2.1342778236418547;2;ea.p.s.pointAiming-20-1;es-0.25;minimize;2.1342778236418547;20
10;330;330;0.0042;30;1;30;1.0;1.0;1.0;1.5143384842150174;2;ea.p.s.pointAiming-20-1;es-0.25;minimize;1.5143384842150174;20
15;480;480;0.0062;30;1;30;1.0;1.0;1.0;1.4431662336414905;2;ea.p.s.pointAiming-20-1;es-0.25;minimize;1.4431662336414905;20
0;30;30;0.0007;30;1;30;1.0;1.0;1.0;3.848931082110801;1;ea.p.s.pointAiming-20-1;es-0.5;minimize;3.848931082110801;20
5;180;180;0.0025;30;1;30;1.0;1.0;1.0;2.9402163104866856;1;ea.p.s.pointAiming-20-1;es-0.5;minimize;2.9402163104866856;20
10;330;330;0.0045;30;1;30;1.0;1.0;1.0;2.0262257193665154;1;ea.p.s.pointAiming-20-1;es-0.5;minimize;2.0262257193665154;20
15;480;480;0.0066;30;1;30;1.0;1.0;1.0;2.0262257193665154;1;ea.p.s.pointAiming-20-1;es-0.5;minimize;2.0262257193665154;20
0;30;30;0.0008;30;1;30;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;es-0.5;minimize;4.035856652709588;20
5;180;180;0.0024;30;1;30;1.0;1.0;1.0;2.609085871595442;2;ea.p.s.pointAiming-20-1;es-0.5;minimize;2.609085871595442;20
10;330;330;0.0041;30;1;30;1.0;1.0;1.0;2.1049742108511165;2;ea.p.s.pointAiming-20-1;es-0.5;minimize;2.1049742108511165;20
15;480;480;0.0059;30;1;30;1.0;1.0;1.0;1.9768871150835243;2;ea.p.s.pointAiming-20-1;es-0.5;minimize;1.9768871150835243;20
0;100;100;0.002;100;1;100;1.0;1.0;1.0;3.8070001585176847;1;ea.p.s.pointAiming-20-1;ga-0.02;minimize;3.8070001585176847;20
0;100;100;0.0023;100;1;100;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;ga-0.02;minimize;4.035856652709588;20
0;100;100;0.0016;100;1;100;1.0;1.0;1.0;3.8070001585176847;1;ea.p.s.pointAiming-20-1;ga-0.25;minimize;3.8070001585176847;20
0;100;100;0.0018;100;1;100;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;ga-0.25;minimize;4.035856652709588;20
0;100;100;0.0011;100;1;100;1.0;1.0;1.0;3.8070001585176847;1;ea.p.s.pointAiming-20-1;ga-0.5;minimize;3.8070001585176847;20
0;100;100;0.0034;100;1;100;1.0;1.0;1.0;4.035856652709588;2;ea.p.s.pointAiming-20-1;ga-0.5;minimize;4.035856652709588;20
5;60;60;0.0193;12;1;12;1.0;1.0;1.0;41.612052926481624;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;41.612052926481624;20
10;120;120;0.0289;12;1;12;1.0;1.0;1.0;36.71271451676174;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;36.71271451676174;20
15;180;180;0.0394;12;1;12;1.0;1.0;1.0;28.253026389305404;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;28.253026389305404;20
20;240;240;0.0488;12;1;12;1.0;1.0;1.0;22.774590265285028;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;22.774590265285028;20
25;300;300;0.0594;12;1;12;1.0;1.0;1.0;19.410627438894576;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;19.410627438894576;20
30;360;360;0.0714;12;1;12;1.0;1.0;1.0;15.491163164904094;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;15.491163164904094;20
35;420;420;0.085;12;1;12;1.0;1.0;1.0;12.587381810971241;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;12.587381810971241;20
40;480;480;0.1054;12;1;12;1.0;1.0;1.0;11.00117279014363;1;ea.p.s.pointAiming-20-10;cmaEs;minimize;11.00117279014363;20
5;60;60;0.0319;12;1;12;1.0;1.0;1.0;41.8857899190229;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;41.8857899190229;20
10;120;120;0.0501;12;1;12;1.0;1.0;1.0;37.6704209712329;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;37.6704209712329;20
15;180;180;0.0661;12;1;12;1.0;1.0;1.0;28.89033642671561;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;28.89033642671561;20
20;240;240;0.0864;12;1;12;1.0;1.0;1.0;20.171602489811924;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;20.171602489811924;20
25;300;300;0.101;12;1;12;1.0;1.0;1.0;18.580032721844677;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;18.580032721844677;20
30;360;360;0.1117;12;1;12;1.0;1.0;1.0;14.058363718808822;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;14.058363718808822;20
35;420;420;0.1279;12;1;12;1.0;1.0;1.0;9.905520415984926;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;9.905520415984926;20
40;480;480;0.1361;12;1;12;1.0;1.0;1.0;7.817320273790833;2;ea.p.s.pointAiming-20-10;cmaEs;minimize;7.817320273790833;20
0;15;15;0.0009;15;1;15;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;43.12458602206403;20
5;90;90;0.0066;15;1;15;1.0;1.0;1.0;41.63740224419307;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;41.63740224419307;20
10;165;165;0.0164;15;1;15;1.0;1.0;1.0;39.52053537602569;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;39.52053537602569;20
15;240;240;0.0254;15;1;15;1.0;1.0;1.0;38.601855205726885;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;38.601855205726885;20
20;315;315;0.035;15;1;15;1.0;1.0;1.0;35.95065287313855;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;35.95065287313855;20
25;390;390;0.0448;15;1;15;1.0;1.0;1.0;33.67373088871916;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;33.67373088871916;20
30;465;465;0.0519;15;1;15;1.0;1.0;1.0;31.78873970711926;1;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;31.78873970711926;20
0;15;15;0.0007;15;1;15;1.0;1.0;1.0;44.01309636679264;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;44.01309636679264;20
5;90;90;0.0094;15;1;15;1.0;1.0;1.0;41.550862641754364;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;41.550862641754364;20
10;165;165;0.0149;15;1;15;1.0;1.0;1.0;38.88758031558963;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;38.88758031558963;20
15;240;240;0.0218;15;1;15;1.0;1.0;1.0;36.76704066086402;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;36.76704066086402;20
20;315;315;0.0331;15;1;15;1.0;1.0;1.0;31.779558518489115;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;31.779558518489115;20
25;390;390;0.0393;15;1;15;1.0;1.0;1.0;30.48408480015619;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;30.48408480015619;20
30;465;465;0.0463;15;1;15;1.0;1.0;1.0;29.958139314184084;2;ea.p.s.pointAiming-20-10;differentialEvolution;minimize;29.958139314184084;20
0;100;100;0.0018;100;1;100;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;pso;minimize;43.12458602206403;20
0;100;100;0.0012;100;1;100;1.0;1.0;1.0;43.60429629097396;2;ea.p.s.pointAiming-20-10;pso;minimize;43.60429629097396;20
0;30;30;0.0011;30;1;30;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;es-0.02;minimize;43.12458602206403;20
5;180;180;0.0041;30;1;30;1.0;1.0;1.0;42.916610852158605;1;ea.p.s.pointAiming-20-10;es-0.02;minimize;42.916610852158605;20
10;330;330;0.0066;30;1;30;1.0;1.0;1.0;42.018697866730015;1;ea.p.s.pointAiming-20-10;es-0.02;minimize;42.018697866730015;20
15;480;480;0.0098;30;1;30;1.0;1.0;1.0;41.08426819093757;1;ea.p.s.pointAiming-20-10;es-0.02;minimize;41.08426819093757;20
0;30;30;0.0021;30;1;30;1.0;1.0;1.0;43.60429629097396;2;ea.p.s.pointAiming-20-10;es-0.02;minimize;43.60429629097396;20
5;180;180;0.0105;30;1;30;1.0;1.0;1.0;42.9080691631982;2;ea.p.s.pointAiming-20-10;es-0.02;minimize;42.9080691631982;20
10;330;330;0.0185;30;1;30;1.0;1.0;1.0;42.28471047778112;2;ea.p.s.pointAiming-20-10;es-0.02;minimize;42.28471047778112;20
15;480;480;0.0222;30;1;30;1.0;1.0;1.0;41.51986222800527;2;ea.p.s.pointAiming-20-10;es-0.02;minimize;41.51986222800527;20
0;30;30;0.0011;30;1;30;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;es-0.25;minimize;43.12458602206403;20
5;180;180;0.0055;30;1;30;1.0;1.0;1.0;41.079016407325035;1;ea.p.s.pointAiming-20-10;es-0.25;minimize;41.079016407325035;20
10;330;330;0.0079;30;1;30;1.0;1.0;1.0;37.901550106945884;1;ea.p.s.pointAiming-20-10;es-0.25;minimize;37.901550106945884;20
15;480;480;0.0115;30;1;30;1.0;1.0;1.0;34.614664207565106;1;ea.p.s.pointAiming-20-10;es-0.25;minimize;34.614664207565106;20
0;30;30;0.0009;30;1;30;1.0;1.0;1.0;43.60429629097396;2;ea.p.s.pointAiming-20-10;es-0.25;minimize;43.60429629097396;20
5;180;180;0.0054;30;1;30;1.0;1.0;1.0;40.192843196456735;2;ea.p.s.pointAiming-20-10;es-0.25;minimize;40.192843196456735;20
10;330;330;0.008;30;1;30;1.0;1.0;1.0;37.988092843360405;2;ea.p.s.pointAiming-20-10;es-0.25;minimize;37.988092843360405;20
15;480;480;0.0098;30;1;30;1.0;1.0;1.0;35.24676856768457;2;ea.p.s.pointAiming-20-10;es-0.25;minimize;35.24676856768457;20
0;30;30;0.0029;30;1;30;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;es-0.5;minimize;43.12458602206403;20
5;180;180;0.007;30;1;30;1.0;1.0;1.0;40.02419259405498;1;ea.p.s.pointAiming-20-10;es-0.5;minimize;40.02419259405498;20
10;330;330;0.0094;30;1;30;1.0;1.0;1.0;35.51046922863714;1;ea.p.s.pointAiming-20-10;es-0.5;minimize;35.51046922863714;20
15;480;480;0.0113;30;1;30;1.0;1.0;1.0;30.901527157549328;1;ea.p.s.pointAiming-20-10;es-0.5;minimize;30.901527157549328;20
0;30;30;0.0013;30;1;30;1.0;1.0;1.0;43.60429629097396;2;ea.p.s.pointAiming-20-10;es-0.5;minimize;43.60429629097396;20
5;180;180;0.0037;30;1;30;1.0;1.0;1.0;38.699750335629325;2;ea.p.s.pointAiming-20-10;es-0.5;minimize;38.699750335629325;20
10;330;330;0.0056;30;1;30;1.0;1.0;1.0;35.56992627499945;2;ea.p.s.pointAiming-20-10;es-0.5;minimize;35.56992627499945;20
15;480;480;0.0076;30;1;30;1.0;1.0;1.0;31.65870084155501;2;ea.p.s.pointAiming-20-10;es-0.5;minimize;31.65870084155501;20
0;100;100;0.0021;100;1;100;1.0;1.0;1.0;43.12458602206403;1;ea.p.s.pointAiming-20-10;ga-0.02;minimize;43.12458602206403;20
0;100;100;0.0014;100;1;100;1.0;1.0;1.0;43.60429629097396;2;ea.p.s.pointAiming-20-10;ga-0.02;minimize;43.60429629097396;20
