iterations;evals;births;elapsed;all_size;firsts_size;lasts_size;geno_uni;sol_uni;fit_uni;best_fitness;seed;problem;solver_sigma;objective;best→fitness;genotype_size
110;1320;1320;184.7699;12;1;12;1.0;1.0;1.0;-0.12942059978985684;2;ea.p.v.flat-HoD;cmaEs;maximize;-0.12942059978985684;16
115;1380;1380;193.7378;12;1;12;1.0;1.0;1.0;-0.2029521959636434;2;ea.p.v.flat-HoD;cmaEs;maximize;-0.2029521959636434;16
120;1440;1440;201.8614;12;1;12;1.0;1.0;1.0;-0.23270250968023637;2;ea.p.v.flat-HoD;cmaEs;maximize;-0.23270250968023637;16
125;1500;1500;210.1501;12;1;12;1.0;1.0;1.0;-0.18333062411877107;2;ea.p.v.flat-HoD;cmaEs;maximize;-0.18333062411877107;16
0;15;15;0.9779;15;1;15;1.0;1.0;1.0;-0.003937428256280503;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.003937428256280503;16
5;90;90;10.46;15;1;15;1.0;1.0;1.0;-0.04105378531713209;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.04105378531713209;16
10;165;165;22.1872;15;1;15;1.0;1.0;1.0;-0.04325602386746406;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.04325602386746406;16
15;240;240;32.9858;15;1;15;1.0;1.0;1.0;-0.22008048013350304;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.22008048013350304;16
20;315;315;44.2481;15;1;15;1.0;1.0;1.0;-0.22008048013350304;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.22008048013350304;16
25;390;390;54.728;15;1;15;1.0;1.0;1.0;-0.23048915514220877;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.23048915514220877;16
30;465;465;65.2782;15;1;15;1.0;1.0;1.0;-0.2465491937257634;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.2465491937257634;16
35;540;540;75.398;15;1;15;1.0;1.0;1.0;-0.3137545537900817;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3137545537900817;16
40;615;615;85.5936;15;1;15;1.0;1.0;1.0;-0.3137545537900817;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3137545537900817;16
45;690;690;95.7458;15;1;15;1.0;1.0;1.0;-0.3137545537900817;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3137545537900817;16
50;765;765;106.053;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
55;840;840;116.335;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
60;915;915;127.0727;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
65;990;990;137.7487;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
70;1065;1065;149.0553;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
75;1140;1140;160.1902;15;1;15;1.0;1.0;1.0;-0.38173695991838674;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38173695991838674;16
80;1215;1215;171.4796;15;1;15;1.0;1.0;1.0;-0.38195316469965057;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38195316469965057;16
85;1290;1290;182.4928;15;1;15;1.0;1.0;1.0;-0.38195316469965057;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38195316469965057;16
90;1365;1365;193.65;15;1;15;1.0;1.0;1.0;-0.38195316469965057;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38195316469965057;16
95;1440;1440;204.2719;15;1;15;1.0;1.0;1.0;-0.38195316469965057;1;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.38195316469965057;16
5;60;60;7.7403;12;1;12;1.0;1.0;1.0;-0.04256496812876982;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.04256496812876982;16
10;120;120;16.6325;12;1;12;1.0;1.0;1.0;-0.10195093547877435;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.10195093547877435;16
15;180;180;25.6373;12;1;12;1.0;1.0;1.0;-0.15775394915713115;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.15775394915713115;16
20;240;240;34.3618;12;1;12;1.0;1.0;1.0;-0.06851351348865328;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.06851351348865328;16
25;300;300;43.1363;12;1;12;1.0;1.0;1.0;-0.09655790823002845;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.09655790823002845;16
30;360;360;51.4445;12;1;12;1.0;1.0;1.0;-0.11448062249301637;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.11448062249301637;16
35;420;420;59.5148;12;1;12;1.0;1.0;1.0;-0.11455717691113622;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.11455717691113622;16
40;480;480;67.8321;12;1;12;1.0;1.0;1.0;-0.14607646871250857;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.14607646871250857;16
45;540;540;75.6603;12;1;12;1.0;1.0;1.0;-0.18931724278350176;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.18931724278350176;16
50;600;600;83.6568;12;1;12;1.0;1.0;1.0;-0.2615774355895726;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.2615774355895726;16
55;660;660;91.617;12;1;12;1.0;1.0;1.0;-0.07150511051262527;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.07150511051262527;16
60;720;720;99.7335;12;1;12;1.0;1.0;1.0;-0.22868087924537414;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.22868087924537414;16
65;780;780;107.8099;12;1;12;1.0;1.0;1.0;-0.2694255726830742;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.2694255726830742;16
70;840;840;116.0254;12;1;12;1.0;1.0;1.0;-0.21205290931196258;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.21205290931196258;16
75;900;900;124.4451;12;1;12;1.0;1.0;1.0;-0.12634093919132153;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.12634093919132153;16
80;960;960;133.147;12;1;12;1.0;1.0;1.0;-0.18851293454873733;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.18851293454873733;16
85;1020;1020;141.5887;12;1;12;1.0;1.0;1.0;-0.2567396438104802;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.2567396438104802;16
90;1080;1080;150.4268;12;1;12;1.0;1.0;1.0;-0.17927766939671283;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.17927766939671283;16
95;1140;1140;159.5269;12;1;12;1.0;1.0;1.0;-0.2292474290057843;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.2292474290057843;16
100;1200;1200;168.4615;12;1;12;1.0;1.0;1.0;-0.1927932041410945;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.1927932041410945;16
105;1260;1260;177.5779;12;1;12;1.0;1.0;1.0;-0.21831574271829268;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.21831574271829268;16
110;1320;1320;186.0744;12;1;12;1.0;1.0;1.0;-0.3339558161906512;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.3339558161906512;16
115;1380;1380;195.1699;12;1;12;1.0;1.0;1.0;-0.3395791163169886;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.3395791163169886;16
120;1440;1440;203.2621;12;1;12;1.0;1.0;1.0;-0.26902452863589016;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.26902452863589016;16
125;1500;1500;211.6713;12;1;12;1.0;1.0;1.0;-0.2793950392378288;3;ea.p.v.flat-HoD;cmaEs;maximize;-0.2793950392378288;16
0;15;15;2.1721;15;1;15;1.0;1.0;1.0;-0.006464489686974062;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.006464489686974062;16
5;90;90;13.0018;15;1;15;1.0;1.0;1.0;-0.03462787227207977;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.03462787227207977;16
10;165;165;23.6343;15;1;15;1.0;1.0;1.0;-0.04507049341966925;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.04507049341966925;16
15;240;240;34.253;15;1;15;1.0;1.0;1.0;-0.08411969438195305;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.08411969438195305;16
20;315;315;45.3488;15;1;15;1.0;1.0;1.0;-0.08477853086943374;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.08477853086943374;16
25;390;390;55.9507;15;1;15;1.0;1.0;1.0;-0.24559129597146978;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.24559129597146978;16
30;465;465;66.9832;15;1;15;1.0;1.0;1.0;-0.25545900561239526;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.25545900561239526;16
35;540;540;77.7668;15;1;15;1.0;1.0;1.0;-0.25545900561239526;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.25545900561239526;16
40;615;615;88.6038;15;1;15;1.0;1.0;1.0;-0.31458481079414635;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.31458481079414635;16
45;690;690;99.2915;15;1;15;1.0;1.0;1.0;-0.31458481079414635;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.31458481079414635;16
50;765;765;109.3787;15;1;15;1.0;1.0;1.0;-0.31458481079414635;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.31458481079414635;16
55;840;840;119.7118;15;1;15;1.0;1.0;1.0;-0.31458481079414635;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.31458481079414635;16
60;915;915;130.1739;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
65;990;990;140.752;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
70;1065;1065;150.7246;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
75;1140;1140;161.2606;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
80;1215;1215;171.4386;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
85;1290;1290;181.7776;15;1;15;1.0;1.0;1.0;-0.3274785585322652;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3274785585322652;16
90;1365;1365;192.5417;15;1;15;1.0;1.0;1.0;-0.3410341666184158;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3410341666184158;16
95;1440;1440;203.045;15;1;15;1.0;1.0;1.0;-0.3410341666184158;2;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.3410341666184158;16
0;15;15;2.2599;15;1;15;1.0;1.0;1.0;-0.028325098145096147;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.028325098145096147;16
5;90;90;13.0453;15;1;15;1.0;1.0;1.0;-0.10229590981743547;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.10229590981743547;16
10;165;165;23.8671;15;1;15;1.0;1.0;1.0;-0.10229590981743547;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.10229590981743547;16
15;240;240;34.7078;15;1;15;1.0;1.0;1.0;-0.1843253590314599;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.1843253590314599;16
20;315;315;46.2446;15;1;15;1.0;1.0;1.0;-0.31193917937088533;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.31193917937088533;16
25;390;390;57.0921;15;1;15;1.0;1.0;1.0;-0.41758281931456964;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.41758281931456964;16
30;465;465;67.9996;15;1;15;1.0;1.0;1.0;-0.4440630381268161;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4440630381268161;16
35;540;540;78.8853;15;1;15;1.0;1.0;1.0;-0.45732400039155047;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.45732400039155047;16
40;615;615;90.2496;15;1;15;1.0;1.0;1.0;-0.45732400039155047;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.45732400039155047;16
45;690;690;100.7748;15;1;15;1.0;1.0;1.0;-0.45732400039155047;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.45732400039155047;16
50;765;765;110.8778;15;1;15;1.0;1.0;1.0;-0.45732400039155047;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.45732400039155047;16
55;840;840;121.2641;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
60;915;915;131.8295;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
65;990;990;142.2197;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
70;1065;1065;152.0696;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
75;1140;1140;162.3923;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
80;1215;1215;172.6399;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
85;1290;1290;182.9051;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
90;1365;1365;193.7597;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
95;1440;1440;204.556;15;1;15;1.0;1.0;1.0;-0.4726884719807335;3;ea.p.v.flat-HoD;differentialEvolution;maximize;-0.4726884719807335;16
0;100;100;14.4155;100;1;100;1.0;1.0;1.0;-0.03394816445579358;2;ea.p.v.flat-HoD;pso;maximize;-0.03394816445579358;16
5;600;600;86.8486;100;1;100;1.0;1.0;1.0;-0.19028190690752927;2;ea.p.v.flat-HoD;pso;maximize;-0.19028190690752927;16
10;1100;1100;156.1207;100;1;100;1.0;1.0;1.0;-0.24237680617984977;2;ea.p.v.flat-HoD;pso;maximize;-0.24237680617984977;16
0;100;100;14.8819;100;1;100;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;pso;maximize;-0.031641467750563826;16
5;600;600;89.2584;100;1;100;1.0;1.0;1.0;-0.2648698958316206;1;ea.p.v.flat-HoD;pso;maximize;-0.2648698958316206;16
10;1100;1100;160.275;100;1;100;1.0;1.0;1.0;-0.2648698958316206;1;ea.p.v.flat-HoD;pso;maximize;-0.2648698958316206;16
0;100;100;14.1096;100;1;100;1.0;1.0;1.0;-0.03774821025175017;3;ea.p.v.flat-HoD;pso;maximize;-0.03774821025175017;16
5;600;600;85.2693;100;1;100;1.0;1.0;1.0;-0.23405313975322226;3;ea.p.v.flat-HoD;pso;maximize;-0.23405313975322226;16
10;1100;1100;154.0075;100;1;100;1.0;1.0;1.0;-0.2917126824575826;3;ea.p.v.flat-HoD;pso;maximize;-0.2917126824575826;16
0;30;30;4.2692;30;1;30;1.0;1.0;1.0;-0.006464489686974062;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.006464489686974062;16
5;180;180;25.969;30;1;30;1.0;1.0;1.0;-0.029171923747493236;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.029171923747493236;16
10;330;330;47.3742;30;1;30;1.0;1.0;1.0;-0.03254631351836211;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.03254631351836211;16
15;480;480;68.374;30;1;30;1.0;1.0;1.0;-0.0326193551880739;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.0326193551880739;16
20;630;630;89.2539;30;1;30;1.0;1.0;1.0;-0.036746309215561365;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.036746309215561365;16
25;780;780;110.5208;30;1;30;1.0;1.0;1.0;-0.036746309215561365;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.036746309215561365;16
30;930;930;130.6278;30;1;30;1.0;1.0;1.0;-0.036746309215561365;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.036746309215561365;16
35;1080;1080;151.6211;30;1;30;1.0;1.0;1.0;-0.036746309215561365;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.036746309215561365;16
40;1230;1230;172.0757;30;1;30;1.0;1.0;1.0;-0.036746309215561365;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.036746309215561365;16
45;1380;1380;192.1611;30;1;30;1.0;1.0;1.0;-0.03957993410657406;2;ea.p.v.flat-HoD;es-0.02;maximize;-0.03957993410657406;16
0;30;30;4.2348;30;1;30;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.031641467750563826;16
5;180;180;26.0371;30;1;30;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.031641467750563826;16
10;330;330;47.3147;30;1;30;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.031641467750563826;16
15;480;480;68.6288;30;1;30;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.031641467750563826;16
20;630;630;89.3184;30;1;30;1.0;1.0;1.0;-0.03465297473102081;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.03465297473102081;16
25;780;780;110.6449;30;1;30;1.0;1.0;1.0;-0.04565360772506667;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.04565360772506667;16
30;930;930;130.9048;30;1;30;1.0;1.0;1.0;-0.04565360772506667;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.04565360772506667;16
35;1080;1080;151.8719;30;1;30;1.0;1.0;1.0;-0.04565360772506667;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.04565360772506667;16
40;1230;1230;172.4245;30;1;30;1.0;1.0;1.0;-0.04565360772506667;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.04565360772506667;16
45;1380;1380;192.6149;30;1;30;1.0;1.0;1.0;-0.04565360772506667;1;ea.p.v.flat-HoD;es-0.02;maximize;-0.04565360772506667;16
0;30;30;4.4812;30;1;30;1.0;1.0;1.0;-0.028325098145096147;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.028325098145096147;16
5;180;180;27.0487;30;1;30;1.0;1.0;1.0;-0.03040935507723515;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03040935507723515;16
10;330;330;47.9686;30;1;30;1.0;1.0;1.0;-0.03643626857639249;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03643626857639249;16
15;480;480;70.0572;30;1;30;1.0;1.0;1.0;-0.03643626857639249;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03643626857639249;16
20;630;630;91.142;30;1;30;1.0;1.0;1.0;-0.03643626857639249;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03643626857639249;16
25;780;780;112.8486;30;1;30;1.0;1.0;1.0;-0.03643626857639249;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03643626857639249;16
30;930;930;133.5819;30;1;30;1.0;1.0;1.0;-0.03655116844258857;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03655116844258857;16
35;1080;1080;154.1959;30;1;30;1.0;1.0;1.0;-0.03655116844258857;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03655116844258857;16
40;1230;1230;175.4887;30;1;30;1.0;1.0;1.0;-0.03655116844258857;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03655116844258857;16
45;1380;1380;196.2501;30;1;30;1.0;1.0;1.0;-0.03655116844258857;3;ea.p.v.flat-HoD;es-0.02;maximize;-0.03655116844258857;16
0;30;30;4.2986;30;1;30;1.0;1.0;1.0;-0.031641467750563826;1;ea.p.v.flat-HoD;es-0.25;maximize;-0.031641467750563826;16
5;180;180;25.5286;30;1;30;1.0;1.0;1.0;-0.03540106867677455;1;ea.p.v.flat-HoD;es-0.25;maximize;-0.03540106867677455;16
10;330;330;46.5834;30;1;30;1.0;1.0;1.0;-0.03783052498374909;1;ea.p.v.flat-HoD;es-0.25;maximize;-0.03783052498374909;16
