iterations;evals;births;elapsed;all_size;firsts_size;lasts_size;geno_uni;sol_uni;fit_uni;best_fitness;seed;problem;solver_sigma;objective;best→fitness;genotype_size
25;780;780;62.1384;30;1;30;1.0;1.0;1.0;-0.31934874744733327;2;ea.p.v.hilly-HoD;es-0.5;maximize;-0.31934874744733327;16
30;930;930;74.1814;30;1;30;1.0;1.0;1.0;-0.31934874744733327;2;ea.p.v.hilly-HoD;es-0.5;maximize;-0.31934874744733327;16
35;1080;1080;86.1566;30;1;30;1.0;1.0;1.0;-0.31934874744733327;2;ea.p.v.hilly-HoD;es-0.5;maximize;-0.31934874744733327;16
40;1230;1230;98.1817;30;1;30;1.0;1.0;1.0;-0.31934874744733327;2;ea.p.v.hilly-HoD;es-0.5;maximize;-0.31934874744733327;16
45;1380;1380;110.3018;30;1;30;1.0;1.0;1.0;-0.31934874744733327;2;ea.p.v.hilly-HoD;es-0.5;maximize;-0.31934874744733327;16
0;30;30;2.4301;30;1;30;1.0;1.0;1.0;0.0008868452422730785;3;ea.p.v.hilly-HoD;es-0.5;maximize;0.0008868452422730785;16
5;180;180;14.3774;30;1;30;1.0;1.0;1.0;-0.027405124200360655;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.027405124200360655;16
10;330;330;26.4811;30;1;30;1.0;1.0;1.0;-0.03237872103054554;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.03237872103054554;16
15;480;480;38.4726;30;1;30;1.0;1.0;1.0;-0.03237872103054554;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.03237872103054554;16
20;630;630;50.557;30;1;30;1.0;1.0;1.0;-0.23630236591979378;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.23630236591979378;16
25;780;780;62.4425;30;1;30;1.0;1.0;1.0;-0.23630236591979378;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.23630236591979378;16
30;930;930;74.3903;30;1;30;1.0;1.0;1.0;-0.23630236591979378;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.23630236591979378;16
35;1080;1080;86.3535;30;1;30;1.0;1.0;1.0;-0.2703837292703035;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.2703837292703035;16
40;1230;1230;98.4463;30;1;30;1.0;1.0;1.0;-0.3693446656264415;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.3693446656264415;16
45;1380;1380;110.462;30;1;30;1.0;1.0;1.0;-0.4562058212254596;3;ea.p.v.hilly-HoD;es-0.5;maximize;-0.4562058212254596;16
0;100;100;8.0271;100;1;100;1.0;1.0;1.0;-0.029802932141727616;1;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.029802932141727616;16
5;600;600;47.9756;100;1;100;1.0;1.0;1.0;-0.038933228319667786;1;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.038933228319667786;16
10;1100;1100;87.7325;100;1;100;1.0;1.0;1.0;-0.047389703103816405;1;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.047389703103816405;16
0;100;100;8.0684;100;1;100;1.0;1.0;1.0;-0.009324127168741026;2;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.009324127168741026;16
5;600;600;48.39;100;1;100;1.0;1.0;1.0;-0.030928058188272888;2;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.030928058188272888;16
10;1100;1100;88.8912;100;1;100;1.0;1.0;1.0;-0.06178624054344664;2;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.06178624054344664;16
0;100;100;8.0685;100;1;100;1.0;1.0;1.0;-0.019279211486350138;3;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.019279211486350138;16
5;600;600;48.4124;100;1;100;1.0;1.0;1.0;-0.03039495710646385;3;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.03039495710646385;16
10;1100;1100;88.9358;100;1;100;1.0;1.0;1.0;-0.03039495710646385;3;ea.p.v.hilly-HoD;ga-0.02;maximize;-0.03039495710646385;16
0;100;100;8.0348;100;1;100;1.0;1.0;1.0;-0.029802932141727616;1;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.029802932141727616;16
5;600;600;48.7149;100;1;100;1.0;1.0;1.0;-0.1702862476632686;1;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.1702862476632686;16
10;1100;1100;89.12;100;1;100;1.0;1.0;1.0;-0.31702909116868855;1;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.31702909116868855;16
0;100;100;8.0774;100;1;100;1.0;1.0;1.0;-0.009324127168741026;2;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.009324127168741026;16
5;600;600;48.2285;100;1;100;1.0;1.0;1.0;-0.0403540368804759;2;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.0403540368804759;16
10;1100;1100;88.767;100;1;100;1.0;1.0;1.0;-0.13721388381579935;2;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.13721388381579935;16
0;100;100;7.962;100;1;100;1.0;1.0;1.0;-0.019279211486350138;3;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.019279211486350138;16
5;600;600;48.1608;100;1;100;1.0;1.0;1.0;-0.031826351200950675;3;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.031826351200950675;16
10;1100;1100;88.2871;100;1;100;1.0;1.0;1.0;-0.37863097017677655;3;ea.p.v.hilly-HoD;ga-0.25;maximize;-0.37863097017677655;16
0;100;100;7.8856;100;1;100;1.0;1.0;1.0;-0.029802932141727616;1;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.029802932141727616;16
5;600;600;48.4559;100;1;100;1.0;1.0;1.0;-0.1767876444921344;1;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.1767876444921344;16
10;1100;1100;88.8648;100;1;100;1.0;1.0;1.0;-0.3929488000137759;1;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.3929488000137759;16
0;100;100;8.0454;100;1;100;1.0;1.0;1.0;-0.009324127168741026;2;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.009324127168741026;16
5;600;600;48.1284;100;1;100;1.0;1.0;1.0;-0.03882604655652896;2;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.03882604655652896;16
10;1100;1100;88.194;100;1;100;1.0;1.0;1.0;-0.18979689962002652;2;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.18979689962002652;16
0;100;100;8.1377;100;1;100;1.0;1.0;1.0;-0.019279211486350138;3;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.019279211486350138;16
5;600;600;48.5098;100;1;100;1.0;1.0;1.0;-0.36188324598593125;3;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.36188324598593125;16
10;1100;1100;88.6145;100;1;100;1.0;1.0;1.0;-0.36188324598593125;3;ea.p.v.hilly-HoD;ga-0.5;maximize;-0.36188324598593125;16
5;130;130;10.9486;26;1;26;1.0;1.0;1.0;-0.13155037453071775;1;ea.p.v.hilly-C;cmaEs;maximize;-0.13155037453071775;2050
10;260;260;21.6876;26;1;26;1.0;1.0;1.0;-0.24918096330822384;1;ea.p.v.hilly-C;cmaEs;maximize;-0.24918096330822384;2050
15;390;390;32.5063;26;1;26;1.0;1.0;1.0;-0.1815636015123418;1;ea.p.v.hilly-C;cmaEs;maximize;-0.1815636015123418;2050
20;520;520;55.7677;26;1;26;1.0;1.0;1.0;-0.34473074741853627;1;ea.p.v.hilly-C;cmaEs;maximize;-0.34473074741853627;2050
25;650;650;67.8064;26;1;26;1.0;1.0;1.0;-0.34343626001187194;1;ea.p.v.hilly-C;cmaEs;maximize;-0.34343626001187194;2050
30;780;780;79.2161;26;1;26;1.0;1.0;1.0;-0.25625714684752804;1;ea.p.v.hilly-C;cmaEs;maximize;-0.25625714684752804;2050
35;910;910;103.1016;26;1;26;1.0;1.0;1.0;-0.27419704310576953;1;ea.p.v.hilly-C;cmaEs;maximize;-0.27419704310576953;2050
40;1040;1040;115.0481;26;1;26;1.0;1.0;1.0;-0.30934376259820884;1;ea.p.v.hilly-C;cmaEs;maximize;-0.30934376259820884;2050
45;1170;1170;126.3106;26;1;26;1.0;1.0;1.0;-0.4271966365748895;1;ea.p.v.hilly-C;cmaEs;maximize;-0.4271966365748895;2050
50;1300;1300;149.4248;26;1;26;1.0;1.0;1.0;-0.4238445816585272;1;ea.p.v.hilly-C;cmaEs;maximize;-0.4238445816585272;2050
55;1430;1430;161.913;26;1;26;1.0;1.0;1.0;-0.428635582996894;1;ea.p.v.hilly-C;cmaEs;maximize;-0.428635582996894;2050
5;130;130;10.9858;26;1;26;1.0;1.0;1.0;-0.1531788283550971;2;ea.p.v.hilly-C;cmaEs;maximize;-0.1531788283550971;2050
10;260;260;21.8008;26;1;26;1.0;1.0;1.0;-0.34224961375792007;2;ea.p.v.hilly-C;cmaEs;maximize;-0.34224961375792007;2050
15;390;390;35.422;26;1;26;1.0;1.0;1.0;-0.4257941226606092;2;ea.p.v.hilly-C;cmaEs;maximize;-0.4257941226606092;2050
20;520;520;57.6387;26;1;26;1.0;1.0;1.0;-0.4499525945495273;2;ea.p.v.hilly-C;cmaEs;maximize;-0.4499525945495273;2050
25;650;650;69.1287;26;1;26;1.0;1.0;1.0;-0.5146456656489781;2;ea.p.v.hilly-C;cmaEs;maximize;-0.5146456656489781;2050
30;780;780;83.8384;26;1;26;1.0;1.0;1.0;-0.5572015889411357;2;ea.p.v.hilly-C;cmaEs;maximize;-0.5572015889411357;2050
35;910;910;105.6106;26;1;26;1.0;1.0;1.0;-0.5120414777265615;2;ea.p.v.hilly-C;cmaEs;maximize;-0.5120414777265615;2050
40;1040;1040;117.0931;26;1;26;1.0;1.0;1.0;-0.599092438382554;2;ea.p.v.hilly-C;cmaEs;maximize;-0.599092438382554;2050
45;1170;1170;131.1659;26;1;26;1.0;1.0;1.0;-0.5547224337130277;2;ea.p.v.hilly-C;cmaEs;maximize;-0.5547224337130277;2050
50;1300;1300;152.7692;26;1;26;1.0;1.0;1.0;-0.6064066849911093;2;ea.p.v.hilly-C;cmaEs;maximize;-0.6064066849911093;2050
55;1430;1430;164.1698;26;1;26;1.0;1.0;1.0;-0.6579119002052356;2;ea.p.v.hilly-C;cmaEs;maximize;-0.6579119002052356;2050
5;130;130;11.0399;26;1;26;1.0;1.0;1.0;-0.15694944831039262;3;ea.p.v.hilly-C;cmaEs;maximize;-0.15694944831039262;2050
10;260;260;22.0;26;1;26;1.0;1.0;1.0;-0.12835218842108703;3;ea.p.v.hilly-C;cmaEs;maximize;-0.12835218842108703;2050
15;390;390;39.0615;26;1;26;1.0;1.0;1.0;-0.22376918891970796;3;ea.p.v.hilly-C;cmaEs;maximize;-0.22376918891970796;2050
20;520;520;57.6672;26;1;26;1.0;1.0;1.0;-0.2780007194047881;3;ea.p.v.hilly-C;cmaEs;maximize;-0.2780007194047881;2050
25;650;650;69.7331;26;1;26;1.0;1.0;1.0;-0.22499767476389093;3;ea.p.v.hilly-C;cmaEs;maximize;-0.22499767476389093;2050
30;780;780;87.5602;26;1;26;1.0;1.0;1.0;-0.3567090331603983;3;ea.p.v.hilly-C;cmaEs;maximize;-0.3567090331603983;2050
35;910;910;104.8636;26;1;26;1.0;1.0;1.0;-0.26294454534175604;3;ea.p.v.hilly-C;cmaEs;maximize;-0.26294454534175604;2050
40;1040;1040;116.3896;26;1;26;1.0;1.0;1.0;-0.35344591585198815;3;ea.p.v.hilly-C;cmaEs;maximize;-0.35344591585198815;2050
45;1170;1170;132.95;26;1;26;1.0;1.0;1.0;-0.3837721697308902;3;ea.p.v.hilly-C;cmaEs;maximize;-0.3837721697308902;2050
50;1300;1300;151.5799;26;1;26;1.0;1.0;1.0;-0.40647032139655687;3;ea.p.v.hilly-C;cmaEs;maximize;-0.40647032139655687;2050
55;1430;1430;162.9573;26;1;26;1.0;1.0;1.0;-0.4081258827928658;3;ea.p.v.hilly-C;cmaEs;maximize;-0.4081258827928658;2050
0;15;15;1.2199;15;1;15;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.21963874067346725;2050
5;90;90;10.2005;15;1;15;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.21963874067346725;2050
10;165;165;19.9993;15;1;15;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.21963874067346725;2050
15;240;240;29.8748;15;1;15;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.21963874067346725;2050
20;315;315;36.4795;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
25;390;390;42.9295;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
30;465;465;49.3151;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
35;540;540;58.9744;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
40;615;615;69.2482;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
45;690;690;78.0419;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
50;765;765;84.6655;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
55;840;840;91.1769;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
60;915;915;98.5305;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
65;990;990;106.7793;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
70;1065;1065;118.6461;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
75;1140;1140;126.3932;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
80;1215;1215;132.8844;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
85;1290;1290;139.3592;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
90;1365;1365;145.6706;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
95;1440;1440;151.9621;15;1;15;1.0;1.0;1.0;-0.353890842270731;1;ea.p.v.hilly-C;differentialEvolution;maximize;-0.353890842270731;2050
0;15;15;1.3044;15;1;15;1.0;1.0;1.0;-0.02482179361376815;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.02482179361376815;2050
5;90;90;7.6678;15;1;15;1.0;1.0;1.0;-0.13479707581681763;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.13479707581681763;2050
10;165;165;13.9698;15;1;15;1.0;1.0;1.0;-0.13479707581681763;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.13479707581681763;2050
15;240;240;20.1183;15;1;15;1.0;1.0;1.0;-0.13479707581681763;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.13479707581681763;2050
20;315;315;26.2383;15;1;15;1.0;1.0;1.0;-0.16996511596300537;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.16996511596300537;2050
25;390;390;32.3848;15;1;15;1.0;1.0;1.0;-0.16996511596300537;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.16996511596300537;2050
30;465;465;38.4949;15;1;15;1.0;1.0;1.0;-0.16996511596300537;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.16996511596300537;2050
35;540;540;44.6199;15;1;15;1.0;1.0;1.0;-0.22994439941853742;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.22994439941853742;2050
40;615;615;56.0899;15;1;15;1.0;1.0;1.0;-0.22994439941853742;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.22994439941853742;2050
45;690;690;67.3753;15;1;15;1.0;1.0;1.0;-0.28203365192074964;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.28203365192074964;2050
50;765;765;78.6656;15;1;15;1.0;1.0;1.0;-0.28203365192074964;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.28203365192074964;2050
55;840;840;89.2736;15;1;15;1.0;1.0;1.0;-0.28203365192074964;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.28203365192074964;2050
60;915;915;99.6618;15;1;15;1.0;1.0;1.0;-0.28203365192074964;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.28203365192074964;2050
65;990;990;110.3243;15;1;15;1.0;1.0;1.0;-0.3254622832091113;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3254622832091113;2050
70;1065;1065;121.1258;15;1;15;1.0;1.0;1.0;-0.3254622832091113;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3254622832091113;2050
75;1140;1140;132.3903;15;1;15;1.0;1.0;1.0;-0.3254622832091113;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3254622832091113;2050
80;1215;1215;143.002;15;1;15;1.0;1.0;1.0;-0.3254622832091113;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3254622832091113;2050
85;1290;1290;153.5629;15;1;15;1.0;1.0;1.0;-0.3254622832091113;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3254622832091113;2050
90;1365;1365;165.2307;15;1;15;1.0;1.0;1.0;-0.3365946483883533;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3365946483883533;2050
95;1440;1440;176.1795;15;1;15;1.0;1.0;1.0;-0.3365946483883533;2;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3365946483883533;2050
0;15;15;1.2694;15;1;15;1.0;1.0;1.0;-0.07868257280370798;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.07868257280370798;2050
5;90;90;7.525;15;1;15;1.0;1.0;1.0;-0.1606053798175245;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.1606053798175245;2050
10;165;165;13.7992;15;1;15;1.0;1.0;1.0;-0.1606053798175245;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.1606053798175245;2050
15;240;240;19.9391;15;1;15;1.0;1.0;1.0;-0.1606053798175245;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.1606053798175245;2050
20;315;315;26.039;15;1;15;1.0;1.0;1.0;-0.18084971499197108;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.18084971499197108;2050
25;390;390;32.0499;15;1;15;1.0;1.0;1.0;-0.254658091219405;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.254658091219405;2050
30;465;465;38.6237;15;1;15;1.0;1.0;1.0;-0.254658091219405;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.254658091219405;2050
35;540;540;50.5988;15;1;15;1.0;1.0;1.0;-0.254658091219405;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.254658091219405;2050
40;615;615;61.999;15;1;15;1.0;1.0;1.0;-0.254658091219405;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.254658091219405;2050
45;690;690;73.1192;15;1;15;1.0;1.0;1.0;-0.2825001301795739;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.2825001301795739;2050
50;765;765;84.0451;15;1;15;1.0;1.0;1.0;-0.3154135722131918;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3154135722131918;2050
55;840;840;94.619;15;1;15;1.0;1.0;1.0;-0.3154135722131918;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3154135722131918;2050
60;915;915;105.3169;15;1;15;1.0;1.0;1.0;-0.3154135722131918;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3154135722131918;2050
65;990;990;116.519;15;1;15;1.0;1.0;1.0;-0.3154135722131918;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3154135722131918;2050
70;1065;1065;127.2388;15;1;15;1.0;1.0;1.0;-0.3551099565168849;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3551099565168849;2050
75;1140;1140;137.9393;15;1;15;1.0;1.0;1.0;-0.3551099565168849;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3551099565168849;2050
80;1215;1215;148.8829;15;1;15;1.0;1.0;1.0;-0.3551099565168849;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3551099565168849;2050
85;1290;1290;160.487;15;1;15;1.0;1.0;1.0;-0.3551099565168849;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.3551099565168849;2050
90;1365;1365;171.4262;15;1;15;1.0;1.0;1.0;-0.4099514051405972;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.4099514051405972;2050
95;1440;1440;182.2423;15;1;15;1.0;1.0;1.0;-0.4099514051405972;3;ea.p.v.hilly-C;differentialEvolution;maximize;-0.4099514051405972;2050
0;100;100;8.2617;100;1;100;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;pso;maximize;-0.21963874067346725;2050
5;600;600;63.4201;100;1;100;1.0;1.0;1.0;-0.36287203179263955;1;ea.p.v.hilly-C;pso;maximize;-0.36287203179263955;2050
10;1100;1100;135.6986;100;1;100;1.0;1.0;1.0;-0.36287203179263955;1;ea.p.v.hilly-C;pso;maximize;-0.36287203179263955;2050
0;100;100;8.322;100;1;100;1.0;1.0;1.0;-0.13144769041045073;2;ea.p.v.hilly-C;pso;maximize;-0.13144769041045073;2050
5;600;600;67.7759;100;1;100;1.0;1.0;1.0;-0.3606287757977481;2;ea.p.v.hilly-C;pso;maximize;-0.3606287757977481;2050
10;1100;1100;139.7597;100;1;100;1.0;1.0;1.0;-0.3606287757977481;2;ea.p.v.hilly-C;pso;maximize;-0.3606287757977481;2050
0;100;100;14.2727;100;1;100;1.0;1.0;1.0;-0.35489884867439486;3;ea.p.v.hilly-C;pso;maximize;-0.35489884867439486;2050
5;600;600;85.1783;100;1;100;1.0;1.0;1.0;-0.403933076969236;3;ea.p.v.hilly-C;pso;maximize;-0.403933076969236;2050
10;1100;1100;154.6465;100;1;100;1.0;1.0;1.0;-0.403933076969236;3;ea.p.v.hilly-C;pso;maximize;-0.403933076969236;2050
0;30;30;4.0707;30;1;30;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;es-0.02;maximize;-0.21963874067346725;2050
5;180;180;25.2657;30;1;30;1.0;1.0;1.0;-0.30662626264194687;1;ea.p.v.hilly-C;es-0.02;maximize;-0.30662626264194687;2050
10;330;330;46.4081;30;1;30;1.0;1.0;1.0;-0.423722866657031;1;ea.p.v.hilly-C;es-0.02;maximize;-0.423722866657031;2050
15;480;480;68.3021;30;1;30;1.0;1.0;1.0;-0.5040501623149551;1;ea.p.v.hilly-C;es-0.02;maximize;-0.5040501623149551;2050
20;630;630;88.1309;30;1;30;1.0;1.0;1.0;-0.5631257355300432;1;ea.p.v.hilly-C;es-0.02;maximize;-0.5631257355300432;2050
25;780;780;108.757;30;1;30;1.0;1.0;1.0;-0.6159530363839061;1;ea.p.v.hilly-C;es-0.02;maximize;-0.6159530363839061;2050
30;930;930;130.3992;30;1;30;1.0;1.0;1.0;-0.6285581429436136;1;ea.p.v.hilly-C;es-0.02;maximize;-0.6285581429436136;2050
35;1080;1080;152.031;30;1;30;1.0;1.0;1.0;-0.6285581429436136;1;ea.p.v.hilly-C;es-0.02;maximize;-0.6285581429436136;2050
40;1230;1230;172.6737;30;1;30;1.0;1.0;1.0;-0.6285581429436136;1;ea.p.v.hilly-C;es-0.02;maximize;-0.6285581429436136;2050
45;1380;1380;192.4257;30;1;30;1.0;1.0;1.0;-0.6285581429436136;1;ea.p.v.hilly-C;es-0.02;maximize;-0.6285581429436136;2050
0;30;30;4.3511;30;1;30;1.0;1.0;1.0;-0.1000399194724906;2;ea.p.v.hilly-C;es-0.02;maximize;-0.1000399194724906;2050
5;180;180;25.5702;30;1;30;1.0;1.0;1.0;-0.11396705462203643;2;ea.p.v.hilly-C;es-0.02;maximize;-0.11396705462203643;2050
10;330;330;46.6727;30;1;30;1.0;1.0;1.0;-0.3553529548802486;2;ea.p.v.hilly-C;es-0.02;maximize;-0.3553529548802486;2050
15;480;480;67.9701;30;1;30;1.0;1.0;1.0;-0.3916102543365954;2;ea.p.v.hilly-C;es-0.02;maximize;-0.3916102543365954;2050
20;630;630;87.797;30;1;30;1.0;1.0;1.0;-0.49744982867576437;2;ea.p.v.hilly-C;es-0.02;maximize;-0.49744982867576437;2050
25;780;780;108.9245;30;1;30;1.0;1.0;1.0;-0.5353683506641055;2;ea.p.v.hilly-C;es-0.02;maximize;-0.5353683506641055;2050
30;930;930;130.3027;30;1;30;1.0;1.0;1.0;-0.5952715334797027;2;ea.p.v.hilly-C;es-0.02;maximize;-0.5952715334797027;2050
35;1080;1080;152.0451;30;1;30;1.0;1.0;1.0;-0.5952715334797027;2;ea.p.v.hilly-C;es-0.02;maximize;-0.5952715334797027;2050
40;1230;1230;172.1162;30;1;30;1.0;1.0;1.0;-0.6415495697008254;2;ea.p.v.hilly-C;es-0.02;maximize;-0.6415495697008254;2050
45;1380;1380;191.9733;30;1;30;1.0;1.0;1.0;-0.6415495697008254;2;ea.p.v.hilly-C;es-0.02;maximize;-0.6415495697008254;2050
0;30;30;4.2271;30;1;30;1.0;1.0;1.0;-0.10636363950842866;3;ea.p.v.hilly-C;es-0.02;maximize;-0.10636363950842866;2050
5;180;180;25.4146;30;1;30;1.0;1.0;1.0;-0.10636363950842866;3;ea.p.v.hilly-C;es-0.02;maximize;-0.10636363950842866;2050
10;330;330;47.094;30;1;30;1.0;1.0;1.0;-0.10636363950842866;3;ea.p.v.hilly-C;es-0.02;maximize;-0.10636363950842866;2050
15;480;480;67.2467;30;1;30;1.0;1.0;1.0;-0.19803737748416636;3;ea.p.v.hilly-C;es-0.02;maximize;-0.19803737748416636;2050
20;630;630;87.8114;30;1;30;1.0;1.0;1.0;-0.2371060963778088;3;ea.p.v.hilly-C;es-0.02;maximize;-0.2371060963778088;2050
25;780;780;109.3553;30;1;30;1.0;1.0;1.0;-0.4237030531996961;3;ea.p.v.hilly-C;es-0.02;maximize;-0.4237030531996961;2050
30;930;930;130.9068;30;1;30;1.0;1.0;1.0;-0.5567856841553139;3;ea.p.v.hilly-C;es-0.02;maximize;-0.5567856841553139;2050
35;1080;1080;151.6593;30;1;30;1.0;1.0;1.0;-0.5802946871605943;3;ea.p.v.hilly-C;es-0.02;maximize;-0.5802946871605943;2050
40;1230;1230;171.3515;30;1;30;1.0;1.0;1.0;-0.5924401824627402;3;ea.p.v.hilly-C;es-0.02;maximize;-0.5924401824627402;2050
45;1380;1380;192.2627;30;1;30;1.0;1.0;1.0;-0.6580384753531914;3;ea.p.v.hilly-C;es-0.02;maximize;-0.6580384753531914;2050
0;30;30;3.9787;30;1;30;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;es-0.25;maximize;-0.21963874067346725;2050
5;180;180;26.981;30;1;30;1.0;1.0;1.0;-0.21963874067346725;1;ea.p.v.hilly-C;es-0.25;maximize;-0.21963874067346725;2050
10;330;330;48.8197;30;1;30;1.0;1.0;1.0;-0.23571918835877703;1;ea.p.v.hilly-C;es-0.25;maximize;-0.23571918835877703;2050
15;480;480;69.4227;30;1;30;1.0;1.0;1.0;-0.3166676112616948;1;ea.p.v.hilly-C;es-0.25;maximize;-0.3166676112616948;2050
