cmaEs	differentialEvolution	es-0.02	es-0.25	es-0.5	ga-0.02	ga-0.25	ga-0.5	pso
10010	240	180	480	3780	600	600	9600	1100
10010	315	30	30	30	100	100	100	100
10010	390	180	930	9930	100	100	100	100
10010	165	180	180	9930	600	600	5600	1100
10010	690	180	180	9930	100	100	100	100
10010	390	180	180	9930	600	600	9600	600
10010	315	180	2430	9930	600	2600	9600	600
10010	90	180	180	9930	600	1100	8100	600
10010	240	180	9930	9930	600	1600	9600	1100
10010	915	180	180	9930	600	600	9600	1600
10010	390	30	30	30	100	100	100	100
10010	165	180	330	9930	600	600	9600	600
10010	390	180	180	9930	100	100	100	100
10010	90	180	4080	9930	600	2600	3100	1600
10010	465	180	180	9930	100	100	100	100
10010	165	180	930	9930	600	1600	9600	600
110	165	180	180	9930	600	4600	9600	600
10010	90	180	180	9930	600	1600	9600	600
10010	90	180	2280	9930	100	100	100	100
10010	615	180	180	9930	600	2100	9600	600
10010	240	180	180	9930	600	600	9600	600
10010	390	180	180	8880	600	5100	9600	600
10010	315	180	330	9930	600	4600	9600	600
340	240	180	180	9930	600	7100	9600	1100
255	90	180	180	9930	600	7600	9600	600
255	240	180	180	9930	600	1600	9600	600
340	1065	180	180	9930	600	9600	9600	600
340	465	180	180	9930	600	9100	9600	600
340	165	180	180	9930	600	9600	9600	600
340	315	180	180	9930	600	9600	9600	600
340	465	180	180	9930	600	9600	9600	600
255	165	180	180	9930	600	2600	9600	600
255	240	180	180	9930	600	9600	9600	600
340	315	180	180	9930	600	9600	9600	1600
255	390	180	180	9930	600	9600	9600	600
425	240	180	180	9930	600	8600	9600	600
425	1065	180	180	9930	600	4100	9600	600
425	315	180	180	9930	600	9600	9600	600
255	465	180	180	9930	600	4600	9600	600
340	690	180	180	9930	600	7600	9600	600
255	240	180	180	9930	600	600	9600	600
425	540	180	180	9930	600	3600	9600	600
340	315	30	30	30	100	100	100	100
255	165	180	180	9930	600	3600	9600	600
340	615	180	180	9930	600	1100	9600	600
340	240	180	180	9930	600	9600	9600	8600
425	240	180	180	9930	600	7100	9600	1100
340	390	180	180	9930	600	5100	9600	9100
340	240	180	180	9930	600	8600	9600	600
340	240	180	180	9930	600	1600	9600	600
340	165	30	30	30	100	100	100	100
340	615	180	180	9930	600	9600	9600	600
340	390	180	180	9930	600	7100	9600	600
120	315	180	180	7080	600	2100	9600	1600
180	240	180	2130	9930	600	9100	9600	1100
240	240	180	3330	9930	600	6600	9600	600
180	240	180	2280	9930	600	9600	9600	1600
180	240	180	2880	9930	600	4100	9600	1600
300	315	180	480	9930	600	3600	9600	1100
300	315	180	1380	9930	600	5100	9600	600
180	240	180	3630	9930	600	8600	9600	1100
180	165	180	930	9930	600	3600	9600	1100
240	390	180	930	9930	600	5100	9600	1100
180	165	180	480	9930	600	9600	9600	600
240	240	180	8880	9930	600	9600	9600	1100
360	240	180	330	9930	600	9600	9600	1100
180	240	180	3630	9930	600	9600	9600	600
180	240	180	5430	9930	600	9600	9600	600
240	315	180	1230	9930	600	4100	9600	1100
180	315	180	930	9930	600	9600	9600	1100
180	240	180	1080	9930	600	3600	9600	1600
240	315	180	330	9930	600	9600	9600	600
240	240	180	1080	9930	600	6600	9600	1100
300	240	180	1980	9930	600	6100	9600	1100
180	165	180	4530	9930	600	3600	9600	2600
180	315	180	180	9930	600	8100	9600	2100
180	315	180	1980	9930	600	1100	9600	600
180	240	180	3330	9930	600	3100	9600	1600
240	315	180	630	9930	600	9100	9600	600
180	390	180	1980	9930	600	9600	9600	1100
180	240	180	8130	9930	600	1100	9600	1100
300	315	180	930	9930	600	9600	9600	1600
180	165	180	180	9930	600	4100	9600	1100
380	3240	180	180	9930	600	6600	9600	600
570	1140	180	180	9930	100	100	100	100
665	4290	180	180	9930	100	100	100	100
475	1965	180	180	9930	600	9600	9600	600
570	3165	180	180	9930	600	9600	9600	600
760	9390	180	180	9930	600	9600	9600	600
665	1890	180	180	9930	600	9600	9600	600
665	540	180	180	9930	600	9600	9600	600
665	615	180	180	9930	600	2600	9600	600
570	2190	180	180	9930	600	9600	9600	600
570	6390	180	180	9930	600	9600	9600	600
570	540	180	180	9930	100	100	100	100
665	915	180	180	9930	100	100	100	100
665	2490	180	180	9930	600	9600	9600	600
665	9990	180	180	9930	100	100	100	100
665	390	180	180	9930	600	9600	9600	600
665	2190	180	180	9930	600	9600	9600	600
570	3390	180	180	9930	100	100	100	100
665	1665	180	180	9930	600	9600	9600	600
665	15	30	30	30	100	100	100	100
570	2415	180	180	9930	600	9600	9600	600
760	390	180	180	9930	600	9600	9600	600
665	1215	180	180	9930	600	4600	9600	600
665	1365	180	180	9930	100	100	100	100
570	615	180	180	9930	600	9600	9600	600
570	3315	180	180	9930	600	9600	9600	9600
665	15	30	30	30	100	100	100	100
760	990	180	180	9930	600	9600	9600	600
570	1140	180	180	9930	600	9600	9600	600
570	690	180	180	9930	100	100	100	100
1760	9990	180	180	9930	600	9600	9600	600
1870	9990	180	180	9930	600	9600	9600	600
1870	9990	180	180	9930	100	100	100	100
1870	9990	180	180	9930	600	9600	9600	600
1650	9990	180	180	9930	600	9600	9600	600
1980	9990	180	180	9930	100	100	100	100
1980	9990	180	180	9930	100	100	100	100
1870	9990	180	180	9930	600	9600	9600	600
1980	15	30	30	30	100	100	100	100
1870	9990	180	180	9930	100	100	100	100
2090	15	30	30	30	100	100	100	100
2090	9990	180	180	9930	100	100	100	100
1870	15	30	30	30	100	100	100	100
1870	9990	180	180	9930	100	100	100	100
1870	9990	180	180	9930	100	100	100	100
1760	9990	180	180	9930	100	100	100	100
2090	9990	180	180	9930	100	100	100	100
1760	9990	180	180	9930	100	100	100	100
1760	15	30	30	30	100	100	100	100
1760	9990	180	180	9930	600	9600	9600	600
2200	15	30	30	30	100	100	100	100
1980	9990	180	180	9930	600	9600	9600	600
1870	9990	180	180	9930	100	100	100	100
1980	15	30	30	30	100	100	100	100
1540	9990	180	180	9930	600	9600	9600	600
2090	9990	180	180	9930	100	100	100	100
1980	15	30	30	30	100	100	100	100
1980	9990	180	180	9930	600	9600	9600	600
2200	9990	180	180	9930	100	100	100	100
1870	9990	180	180	9930	600	9600	9600	600
