cmaEs	differentialEvolution	es-0.02	es-0.25	es-0.5	ga-0.02	ga-0.25	ga-0.5	pso
0.0007396728278517	10.456332871451949	4.486723585742197	47.0447847375256	57.81179036140051	5.808560875417294	52.13495385530175	57.25625309240601	44.4313939879427
0.0009422699956046	6.432600202405478	4.733308359602699	46.819592242128415	57.19161679346763	5.807954793729177	54.05710317981699	54.05710317981699	46.50438591954794
0.0009992320095017	12.52164042746228	4.679888755384328	45.8233942430807	59.60524809487154	5.9079731401628015	54.81917244678288	54.81917244678288	47.86322917612406
0.0010527679033036	8.734509044860317	4.97681711068104	47.0622482638547	57.839168229320194	6.107700930962869	55.01329688718685	56.429078193444994	47.77019601502335
0.001065056249913	9.885716582870598	4.928782560044636	44.47646968871615	60.982220680916924	5.9295981889232845	58.1881296695833	59.39650928589499	47.75463240882151
0.0011567390114475	26.694069464535808	5.088965482712779	42.55286407258998	55.46371815007869	6.1985628755608815	49.72412136750025	55.46371815007869	52.29258839993473
0.0007232924427322	10.836020455543078	5.06518698879558	42.66660043473984	57.04914238406937	5.674189140771492	56.70847216987615	56.73734043782912	45.825968190646975
0.0010849161394992	8.616178801561198	4.655538694381345	42.09122525386094	56.34079166246408	5.958156672039729	56.34079166246408	56.34079166246408	44.41283315265125
0.0007946785930887	7.998543199890749	5.154742839136301	46.4068532374851	56.759913668659415	6.372862243714801	53.40092149467567	56.759913668659415	50.68531848743748
0.0009966779504608	6.872289593164865	5.1210718228852015	45.51604924336559	58.11641081188622	5.927748957340464	56.51512917803396	56.51512917803396	42.8888823665292
0.0009687446616908	12.131318081311528	4.511018546968334	46.41193105573775	59.124115103875255	6.220771123082047	56.93241520806214	57.00231517261332	47.60406674252687
0.0007557729675983	7.3134111319393185	4.6431198824588655	44.828972400621375	61.16032506519358	6.354645328022986	48.5101100868508	48.5101100868508	43.54906202123036
0.0011873044130438	7.302239345437252	4.864890901319409	44.979456819403296	59.45373299761309	5.6713105841933	52.05607971062997	52.05607971062997	40.2827723374142
0.0011103939554686	8.616717165259361	4.905232190075648	45.73806315818596	58.82020926743521	6.164056852788956	58.31457249904415	58.31457249904415	51.957427987440624
0.001444349450595	58.58207325385945	4.930715876032163	48.17665666767944	58.08701439566699	6.30715186457147	53.92334346979159	53.92334346979159	43.76865686808738
0.0007866738022219	8.350916525341717	4.96823965076111	42.130127683150064	58.7120824851791	6.1410336299563255	55.045638440817726	55.045638440817726	46.45467558130552
0.0010783334002843	7.897800101432674	4.676014154621317	42.803383895674166	59.44046367309696	5.802599029013322	55.84565011666851	55.84565011666851	47.65165807564826
0.0009555854459758	10.652897023593674	5.144447610784438	45.648812920943456	55.54278696820421	6.230778693487151	54.37016019009057	54.37016019009057	47.59957663923777
0.0014750755358141	8.100359043491885	4.869485028132813	46.13382721909433	61.210008237733526	5.943174513146924	56.65007431142526	57.47023791371736	50.97865371891622
0.0009440748356581	9.243439261368913	4.773178148109013	43.15809762741574	53.31730412878146	6.060431023688195	53.31730412878146	53.31730412878146	45.03762443843011
0.0009454210352552	9.470198508207536	5.02819398074648	47.4178479353793	57.55381923129698	6.328324095659934	55.37897952174079	55.37897952174079	47.83276323466762
0.0007578073301486	8.932025673618547	4.767228470490145	45.80149258814026	59.262252799240486	5.846240733631507	55.36142794913133	56.22155121978903	48.65721163565013
0.0006044193386404	13.214665073097091	4.886315187708064	45.373433221971375	57.73190409884288	6.609485698791211	50.51187850296179	57.73190409884288	47.58235265900808
0.0008574079937442	10.242659029154892	4.582377540359905	42.44779931775146	55.72922180417845	5.593762650637247	54.97103283396028	54.97103283396028	47.6672299030525
0.0010582937397349	8.251718355646563	4.599591717005682	48.02854703077959	57.94490317831601	5.80932259466867	55.919611807807655	57.94490317831601	45.44486198782698
0.000746272324238	12.09772289717879	4.98387998261776	44.632539125372375	58.57716189827781	5.910076748947942	55.03527279019359	56.61099187639127	55.67228383065665
0.001812105578067	6.792378352951018	4.919148227278357	44.97191656947604	54.32351898603476	5.657587024347263	54.32351898603476	54.32351898603476	40.09931356359864
0.000811840586098	9.311377076564373	5.01702967434386	47.59268361030728	57.773363119667685	6.16465042773301	57.773363119667685	57.773363119667685	49.316459260692845
0.0008589442581983	8.007219963094386	4.934813602441512	43.8098736337012	59.16717816773219	5.308011382806949	57.03849977698425	57.03849977698425	51.72834476564493
0.0012261090728968	7.66113977826477	5.028538575173448	42.28857712416416	57.28202753076867	5.575117269590879	54.39375753041907	54.39375753041907	45.97899673958958
