cmaEs	differentialEvolution	es-0.02	es-0.25	es-0.5	ga-0.02	ga-0.25	ga-0.5	pso
0.003703703703703704	0.11481481481481481	0.18518518518518517	0.45925925925925926	0.6814814814814815	0.3296296296296296	0.6148148148148148	0.6851851851851852	0.44814814814814813
0.007407407407407408	0.11851851851851852	0.2074074074074074	0.46296296296296297	0.725925925925926	0.34074074074074073	0.6370370370370371	0.7111111111111111	0.45185185185185184
0.011111111111111112	0.12222222222222222	0.2111111111111111	0.4666666666666667	0.7777777777777778	0.34444444444444444	0.6407407407407407	0.7296296296296296	0.45555555555555555
0.014814814814814815	0.1259259259259259	0.2222222222222222	0.4777777777777778	0.8074074074074075	0.34814814814814815	0.6481481481481481	0.762962962962963	0.4703703703703704
0.018518518518518517	0.12962962962962962	0.22962962962962963	0.4888888888888889	0.8222222222222222	0.35185185185185186	0.6518518518518519	0.7814814814814814	0.4740740740740741
0.022222222222222223	0.13333333333333333	0.23333333333333334	0.4925925925925926	0.8407407407407408	0.35555555555555557	0.6555555555555556	0.8111111111111111	0.48148148148148145
0.025925925925925925	0.13703703703703704	0.23703703703703705	0.5	0.8555555555555555	0.3592592592592593	0.6592592592592592	0.8185185185185185	0.48518518518518516
0.02962962962962963	0.14074074074074075	0.24074074074074073	0.5074074074074074	0.8629629629629629	0.362962962962963	0.6703703703703704	0.825925925925926	0.4962962962962963
0.03333333333333333	0.14444444444444443	0.24444444444444444	0.5111111111111111	0.8851851851851852	0.36666666666666664	0.674074074074074	0.8296296296296296	0.5037037037037037
0.037037037037037035	0.14814814814814814	0.24814814814814815	0.5148148148148148	0.8962962962962963	0.37037037037037035	0.6777777777777778	0.8333333333333334	0.5407407407407407
0.040740740740740744	0.15185185185185185	0.2518518518518518	0.5185185185185185	0.9	0.37407407407407406	0.6888888888888889	0.837037037037037	0.5481481481481482
0.044444444444444446	0.15555555555555556	0.25925925925925924	0.5222222222222223	0.9074074074074074	0.37777777777777777	0.6925925925925925	0.8444444444444444	0.5555555555555556
0.04814814814814815	0.15925925925925927	0.26296296296296295	0.5259259259259259	0.9148148148148149	0.3814814814814815	0.7	0.8481481481481481	0.5814814814814815
0.05185185185185185	0.16296296296296298	0.26666666666666666	0.5296296296296297	0.9222222222222223	0.3851851851851852	0.7037037037037037	0.8518518518518519	0.5851851851851851
0.05555555555555555	0.16666666666666666	0.27037037037037037	0.5333333333333333	0.9296296296296296	0.3888888888888889	0.7148148148148148	0.8592592592592593	0.5888888888888889
0.05925925925925926	0.17037037037037037	0.2740740740740741	0.5370370370370371	0.937037037037037	0.3925925925925926	0.7185185185185186	0.8666666666666667	0.5962962962962963
0.06296296296296296	0.17407407407407408	0.2777777777777778	0.5444444444444444	0.9444444444444444	0.3962962962962963	0.7222222222222222	0.8703703703703703	0.6074074074074074
0.06666666666666667	0.17777777777777778	0.2814814814814815	0.5518518518518518	0.9481481481481482	0.4	0.7333333333333333	0.8740740740740741	0.6185185185185185
0.07037037037037037	0.1814814814814815	0.2851851851851852	0.5592592592592592	0.9555555555555556	0.40370370370370373	0.7444444444444445	0.8777777777777778	0.6222222222222222
0.07407407407407407	0.18888888888888888	0.28888888888888886	0.562962962962963	0.9592592592592593	0.4074074074074074	0.7481481481481481	0.8814814814814815	0.6259259259259259
0.07777777777777778	0.1925925925925926	0.29259259259259257	0.5666666666666667	0.9629629629629629	0.4111111111111111	0.7555555555555555	0.8888888888888888	0.6444444444444445
